    ;SESSIONID              ;USERID;DATETIME                     ;ALTITUDE;HEARTRATE;SPEED  ;CADENCE;DISTANCE           ;TEMPERATURE
418 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:40:42.397 PM;51.969  ;150      ;14.41  ;86     ;1,586.300048828125 ;0          
419 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:40:43.397 PM;51.817  ;147      ;14.49  ;85     ;1,591              ;0          
420 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:40:44.397 PM;51.817  ;146      ;14.56  ;85     ;1,595.5            ;0          
421 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:40:45.397 PM;51.817  ;144      ;14.59  ;85     ;1,599.5999755859375;0          
422 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:40:46.397 PM;51.817  ;142      ;14.61  ;85     ;1,604              ;0          
423 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:40:47.397 PM;51.817  ;142      ;14.62  ;85     ;1,608.0999755859375;0          
424 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:40:48.397 PM;51.817  ;142      ;14.64  ;85     ;1,612.5999755859375;0          
425 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:40:49.397 PM;51.664  ;141      ;14.67  ;85     ;1,617.4000244140625;0          
426 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:40:50.397 PM;51.664  ;141      ;14.66  ;87     ;1,620.800048828125 ;0          
427 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:40:51.397 PM;51.664  ;142      ;14.63  ;87     ;1,623.9000244140625;0          
428 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:40:52.397 PM;51.512  ;143      ;14.59  ;87     ;1,627.5            ;0          
429 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:40:53.397 PM;51.512  ;144      ;14.55  ;86     ;1,631.4000244140625;0          
430 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:40:54.397 PM;51.359  ;147      ;14.51  ;85     ;1,635.300048828125 ;0          
431 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:40:55.397 PM;51.359  ;149      ;14.52  ;85     ;1,639.5            ;0          
432 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:40:56.397 PM;51.207  ;151      ;14.57  ;86     ;1,644.0999755859375;0          
433 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:40:57.397 PM;51.055  ;152      ;14.61  ;86     ;1,648              ;0          
434 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:40:58.397 PM;50.902  ;152      ;14.66  ;86     ;1,651.4000244140625;0          
435 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:40:59.397 PM;50.902  ;153      ;14.71  ;86     ;1,656.0999755859375;0          
436 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:41:00.397 PM;50.75   ;154      ;14.73  ;86     ;1,661.300048828125 ;0          
437 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:41:01.397 PM;50.597  ;154      ;14.75  ;86     ;1,665.300048828125 ;0          
438 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:41:02.397 PM;50.445  ;154      ;14.78  ;86     ;1,669.699951171875 ;0          
439 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:41:03.397 PM;50.293  ;152      ;14.8   ;88     ;1,674.0999755859375;0          
440 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:41:04.397 PM;50.14   ;151      ;14.8   ;89     ;1,677.5999755859375;0          
441 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:41:05.397 PM;49.835  ;149      ;14.78  ;89     ;1,681.300048828125 ;0          
442 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:41:06.397 PM;49.683  ;148      ;14.72  ;88     ;1,685.5            ;0          
443 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:41:07.397 PM;49.531  ;148      ;14.65  ;86     ;1,688.800048828125 ;0          
444 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:41:08.397 PM;49.378  ;148      ;14.58  ;85     ;1,692.4000244140625;0          
445 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:41:09.397 PM;49.073  ;148      ;14.53  ;86     ;1,695.699951171875 ;0          
446 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:41:10.397 PM;48.921  ;149      ;14.51  ;86     ;1,699.9000244140625;0          
447 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:41:11.397 PM;48.769  ;150      ;14.52  ;86     ;1,703.5            ;0          
448 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:41:12.397 PM;48.464  ;150      ;14.55  ;86     ;1,707.5999755859375;0          
449 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:41:13.397 PM;48.311  ;149      ;14.6   ;86     ;1,711.699951171875 ;0          
450 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:41:14.397 PM;48.159  ;148      ;14.63  ;86     ;1,716.199951171875 ;0          
451 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:41:15.397 PM;48.007  ;147      ;14.64  ;86     ;1,720.199951171875 ;0          
452 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:41:16.397 PM;47.854  ;146      ;14.66  ;83     ;1,725.199951171875 ;0          
453 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:41:17.397 PM;47.549  ;145      ;14.64  ;81     ;1,729.0999755859375;0          
454 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:41:18.397 PM;47.397  ;145      ;14.57  ;81     ;1,733              ;0          
455 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:41:19.397 PM;47.245  ;144      ;14.45  ;81     ;1,736.199951171875 ;0          
456 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:41:20.397 PM;47.092  ;143      ;13.87  ;81     ;1,738.699951171875 ;0          
457 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:41:21.397 PM;46.94   ;143      ;8.68   ;81     ;1,740.199951171875 ;0          
458 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:41:22.397 PM;46.787  ;144      ;6.05   ;81     ;1,740.9000244140625;0          
459 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:41:23.397 PM;46.635  ;145      ;4.43   ;81     ;1,741.0999755859375;0          
460 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:41:24.397 PM;46.483  ;146      ;3.42   ;81     ;1,741.199951171875 ;0          
461 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:41:25.397 PM;46.483  ;148      ;4.15   ;81     ;1,741.300048828125 ;0          
462 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:41:26.397 PM;46.33   ;150      ;4.78   ;81     ;1,741.300048828125 ;0          
463 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:41:27.397 PM;46.178  ;152      ;6.61   ;81     ;1,741.5            ;0          
464 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:41:28.397 PM;46.025  ;153      ;7.16   ;81     ;1,741.5999755859375;0          
465 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:41:29.397 PM;45.873  ;155      ;7.16   ;87     ;1,744.300048828125 ;0          
466 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:41:30.397 PM;45.873  ;156      ;7.3    ;96     ;1,747.300048828125 ;0          
467 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:41:31.397 PM;45.721  ;158      ;7.53   ;100    ;1,751.699951171875 ;0          
468 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:41:32.397 PM;45.568  ;159      ;7.82   ;106    ;1,756.9000244140625;0          
469 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:41:33.397 PM;45.416  ;160      ;8.14   ;106    ;1,762.300048828125 ;0          
470 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:41:34.397 PM;45.416  ;162      ;8.44   ;109    ;1,767.4000244140625;0          
471 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:41:35.397 PM;45.263  ;163      ;8.71   ;107    ;1,771.800048828125 ;0          
472 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:41:36.397 PM;45.263  ;165      ;8.95   ;99     ;1,776.4000244140625;0          
473 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:41:37.397 PM;45.111  ;166      ;9.16   ;98     ;1,780.9000244140625;0          
474 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:41:38.397 PM;45.111  ;168      ;9.42   ;97     ;1,785.699951171875 ;0          
475 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:41:39.397 PM;44.959  ;169      ;9.74   ;97     ;1,791.4000244140625;0          
476 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:41:40.397 PM;44.959  ;170      ;10.14  ;97     ;1,797.699951171875 ;0          
477 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:41:41.397 PM;44.806  ;171      ;10.63  ;97     ;1,804.4000244140625;0          
478 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:41:42.397 PM;44.806  ;172      ;11.2   ;98     ;1,811.5            ;0          
479 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:41:43.397 PM;44.806  ;172      ;11.79  ;99     ;1,817.300048828125 ;0          
480 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:41:44.397 PM;44.654  ;174      ;12.29  ;101    ;1,823.5            ;0          
481 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:41:45.397 PM;44.654  ;174      ;12.7   ;102    ;1,829.5999755859375;0          
482 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:41:46.397 PM;44.654  ;174      ;13.02  ;102    ;1,834.9000244140625;0          
483 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:41:47.397 PM;44.654  ;176      ;13.27  ;101    ;1,840.9000244140625;0          
484 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:41:48.397 PM;44.654  ;176      ;13.49  ;100    ;1,846.199951171875 ;0          
485 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:41:49.397 PM;44.654  ;176      ;13.73  ;100    ;1,851.300048828125 ;0          
486 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:41:50.397 PM;44.654  ;178      ;14.02  ;100    ;1,856.4000244140625;0          
487 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:41:51.397 PM;44.501  ;178      ;14.33  ;97     ;1,861              ;0          
488 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:41:52.397 PM;44.501  ;179      ;14.66  ;95     ;1,867.5999755859375;0          
489 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:41:53.397 PM;44.501  ;178      ;14.94  ;94     ;1,873.4000244140625;0          
490 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:41:54.397 PM;44.501  ;179      ;15.18  ;95     ;1,878.699951171875 ;0          
491 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:41:55.397 PM;44.501  ;180      ;15.37  ;94     ;1,885              ;0          
492 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:41:56.397 PM;44.501  ;181      ;15.51  ;96     ;1,888.4000244140625;0          
493 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:41:57.397 PM;44.501  ;181      ;15.61  ;96     ;1,892.5999755859375;0          
494 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:41:58.397 PM;44.501  ;181      ;15.69  ;96     ;1,897.300048828125 ;0          
495 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:41:59.397 PM;44.501  ;181      ;15.76  ;96     ;1,901.300048828125 ;0          
496 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:42:00.397 PM;44.501  ;182      ;15.81  ;95     ;1,905.4000244140625;0          
497 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:42:01.397 PM;44.501  ;182      ;15.85  ;95     ;1,909.4000244140625;0          
498 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:42:02.397 PM;44.654  ;183      ;15.9   ;94     ;1,913.9000244140625;0          
499 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:42:03.397 PM;44.654  ;183      ;15.94  ;96     ;1,918.300048828125 ;0          
500 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:42:04.397 PM;44.654  ;183      ;15.98  ;96     ;1,922.199951171875 ;0          
501 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:42:05.397 PM;44.654  ;183      ;16.02  ;95     ;1,927.9000244140625;0          
502 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:42:06.397 PM;44.806  ;183      ;16.07  ;95     ;1,932.300048828125 ;0          
503 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:42:07.397 PM;44.806  ;182      ;16.11  ;94     ;1,936.699951171875 ;0          
504 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:42:08.397 PM;44.806  ;183      ;16.16  ;96     ;1,941.5            ;0          
505 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:42:09.397 PM;44.959  ;183      ;16.19  ;96     ;1,946.5999755859375;0          
506 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:42:10.397 PM;44.959  ;184      ;16.22  ;96     ;1,950.5999755859375;0          
507 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:42:11.397 PM;44.959  ;184      ;16.24  ;95     ;1,955.4000244140625;0          
508 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:42:12.397 PM;45.111  ;184      ;16.25  ;95     ;1,960.0999755859375;0          
509 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:42:13.397 PM;45.111  ;183      ;16.25  ;96     ;1,964.5            ;0          
510 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:42:14.397 PM;45.263  ;183      ;16.24  ;98     ;1,967.9000244140625;0          
511 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:42:15.397 PM;45.263  ;183      ;16.22  ;98     ;1,972.4000244140625;0          
512 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:42:16.397 PM;45.416  ;183      ;16.18  ;99     ;1,976.0999755859375;0          
513 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:42:17.397 PM;45.416  ;184      ;16.13  ;98     ;1,980              ;0          
514 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:42:18.397 PM;45.568  ;184      ;16.06  ;98     ;1,983.5999755859375;0          
515 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:42:19.397 PM;45.568  ;184      ;15.97  ;97     ;1,987.800048828125 ;0          
516 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:42:20.397 PM;45.721  ;183      ;15.88  ;97     ;1,990.9000244140625;0          
517 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:42:21.397 PM;45.873  ;183      ;15.77  ;94     ;1,994              ;0          
518 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:42:22.397 PM;45.873  ;183      ;15.66  ;94     ;1,997.9000244140625;0          
519 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:42:23.397 PM;46.025  ;183      ;15.59  ;91     ;2,002.0999755859375;0          
520 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:42:24.397 PM;46.178  ;184      ;15.54  ;91     ;2,006.699951171875 ;0          
521 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:42:25.397 PM;46.33   ;184      ;15.54  ;89     ;2,011.4000244140625;0          
522 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:42:26.397 PM;46.483  ;184      ;15.58  ;88     ;2,016              ;0          
523 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:42:27.397 PM;46.635  ;183      ;15.65  ;86     ;2,021              ;0          
524 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:42:28.397 PM;46.635  ;183      ;15.73  ;82     ;2,024.9000244140625;0          
525 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:42:29.397 PM;0       ;182      ;12.5755;80     ;2,028.9000244140625;0          
526 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:42:30.397 PM;46.787  ;181      ;15.64  ;78     ;2,032.699951171875 ;0          
527 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:42:31.397 PM;0       ;181      ;10.6322;78     ;2,036.5            ;0          
528 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:42:32.397 PM;46.94   ;180      ;15.61  ;76     ;2,039.9000244140625;0          
529 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:42:33.397 PM;47.092  ;179      ;15.63  ;76     ;2,039.9000244140625;0          
530 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:42:34.397 PM;47.245  ;178      ;15.63  ;76     ;2,039.9000244140625;0          
531 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:42:35.397 PM;47.397  ;178      ;15.62  ;76     ;2,039.9000244140625;0          
532 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:42:36.397 PM;47.549  ;176      ;15.62  ;76     ;2,040.9000244140625;0          
533 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:42:37.397 PM;47.549  ;176      ;15.62  ;76     ;2,041.199951171875 ;0          
534 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:42:38.397 PM;47.702  ;176      ;15.62  ;76     ;2,041.199951171875 ;0          
535 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:42:39.397 PM;47.854  ;176      ;15.62  ;79     ;2,041.199951171875 ;0          
536 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:42:40.397 PM;48.007  ;175      ;15.62  ;81     ;2,041.199951171875 ;0          
537 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:42:41.397 PM;48.007  ;175      ;15.62  ;83     ;2,041.199951171875 ;0          
538 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:42:42.397 PM;48.159  ;174      ;15.62  ;83     ;2,041.199951171875 ;0          
539 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:42:43.397 PM;48.311  ;174      ;9.53   ;83     ;2,041.199951171875 ;0          
540 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:42:44.397 PM;48.311  ;173      ;7.69   ;83     ;2,041.199951171875 ;0          
541 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:42:45.397 PM;48.464  ;173      ;7.33   ;83     ;2,044.199951171875 ;0          
542 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:42:46.397 PM;48.464  ;173      ;7.59   ;84     ;2,048.89990234375  ;0          
543 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:42:47.397 PM;48.616  ;172      ;7.76   ;84     ;2,053.300048828125 ;0          
544 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:42:48.397 PM;48.769  ;172      ;7.89   ;84     ;2,057.5            ;0          
545 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:42:49.397 PM;48.769  ;171      ;8.1    ;84     ;2,062              ;0          
546 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:42:50.397 PM;48.921  ;171      ;8.38   ;84     ;2,065.699951171875 ;0          
547 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:42:51.397 PM;48.921  ;170      ;8.57   ;84     ;2,069.300048828125 ;0          
548 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:42:52.397 PM;49.073  ;168      ;8.7    ;84     ;2,073.89990234375  ;0          
549 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:42:53.397 PM;49.226  ;168      ;8.76   ;82     ;2,078.60009765625  ;0          
550 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:42:54.397 PM;49.378  ;167      ;8.8    ;84     ;2,083.5            ;0          
551 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:42:55.397 PM;49.378  ;167      ;8.82   ;83     ;2,089.10009765625  ;0          
552 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:42:56.397 PM;49.531  ;166      ;8.85   ;83     ;2,094.5            ;0          
553 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:42:57.397 PM;49.683  ;165      ;8.88   ;88     ;2,100.300048828125 ;0          
554 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:42:58.397 PM;49.835  ;165      ;8.91   ;91     ;2,105.199951171875 ;0          
555 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:42:59.397 PM;49.988  ;164      ;8.95   ;91     ;2,110.5            ;0          
556 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:43:00.397 PM;49.988  ;164      ;8.98   ;91     ;2,115.39990234375  ;0          
557 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:43:01.397 PM;50.14   ;163      ;9      ;91     ;2,119.300048828125 ;0          
558 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:43:02.397 PM;50.293  ;163      ;9.03   ;88     ;2,123.199951171875 ;0          
559 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:43:03.397 PM;50.445  ;161      ;9.05   ;86     ;2,126.199951171875 ;0          
560 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:43:04.397 PM;50.445  ;159      ;9.09   ;85     ;2,129.39990234375  ;0          
561 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:43:05.397 PM;50.597  ;159      ;9.15   ;84     ;2,132.39990234375  ;0          
562 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:43:06.397 PM;50.75   ;160      ;9.25   ;84     ;2,135.300048828125 ;0          
563 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:43:07.397 PM;50.75   ;159      ;9.35   ;85     ;2,139.10009765625  ;0          
564 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:43:08.397 PM;50.902  ;158      ;9.47   ;85     ;2,143.199951171875 ;0          
565 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:43:09.397 PM;51.055  ;157      ;9.57   ;85     ;2,146.60009765625  ;0          
566 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:43:10.397 PM;51.055  ;157      ;9.66   ;85     ;2,150.60009765625  ;0          
567 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:43:11.397 PM;51.207  ;157      ;9.73   ;83     ;2,154.5            ;0          
568 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:43:12.397 PM;51.207  ;157      ;9.8    ;83     ;2,158.800048828125 ;0          
569 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:43:13.397 PM;51.359  ;156      ;9.87   ;83     ;2,162.5            ;0          
570 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:43:14.397 PM;51.512  ;155      ;9.95   ;83     ;2,167.10009765625  ;0          
571 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:43:15.397 PM;51.512  ;156      ;10.05  ;84     ;2,171.199951171875 ;0          
572 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:43:16.397 PM;51.664  ;155      ;10.17  ;85     ;2,176.39990234375  ;0          
573 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:43:17.397 PM;51.664  ;154      ;10.32  ;85     ;2,180.89990234375  ;0          
574 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:43:18.397 PM;51.664  ;154      ;10.48  ;85     ;2,186.199951171875 ;0          
575 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:43:19.397 PM;51.817  ;153      ;10.64  ;85     ;2,191.10009765625  ;0          
576 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:43:20.397 PM;51.817  ;153      ;10.79  ;85     ;2,196.10009765625  ;0          
577 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:43:21.397 PM;51.969  ;152      ;10.93  ;85     ;2,201              ;0          
578 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:43:22.397 PM;51.969  ;152      ;11.06  ;84     ;2,206.10009765625  ;0          
579 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:43:23.397 PM;51.969  ;152      ;11.19  ;84     ;2,210.5            ;0          
580 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:43:24.397 PM;52.121  ;151      ;11.34  ;85     ;2,215.199951171875 ;0          
581 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:43:25.397 PM;52.121  ;150      ;11.48  ;85     ;2,218.39990234375  ;0          
582 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:43:26.397 PM;52.121  ;150      ;11.62  ;85     ;2,222.5            ;0          
583 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:43:27.397 PM;52.121  ;150      ;11.76  ;85     ;2,227.199951171875 ;0          
584 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:43:28.397 PM;52.121  ;150      ;11.89  ;85     ;2,231.10009765625  ;0          
585 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:43:29.397 PM;52.121  ;150      ;12.02  ;85     ;2,235.199951171875 ;0          
586 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:43:30.397 PM;52.121  ;149      ;12.13  ;88     ;2,239.199951171875 ;0          
587 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:43:31.397 PM;52.121  ;148      ;12.22  ;89     ;2,243.300048828125 ;0          
588 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:43:32.397 PM;52.121  ;148      ;12.31  ;88     ;2,248.10009765625  ;0          
589 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:43:33.397 PM;52.121  ;148      ;12.4   ;88     ;2,252.60009765625  ;0          
590 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:43:34.397 PM;52.121  ;147      ;12.47  ;85     ;2,256.800048828125 ;0          
591 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:43:35.397 PM;51.969  ;147      ;12.54  ;85     ;2,261.800048828125 ;0          
592 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:43:36.397 PM;51.969  ;146      ;12.6   ;83     ;2,266.10009765625  ;0          
593 ;2023-11-12T12:33:45.314;Renaud;Nov 12, 2023, 12:43:37.397 PM;51.969  ;145      ;12.66  ;85     ;2,270.800048828125 ;0          
